id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
21109,KSSF,medium_airport,Stinson Municipal Airport,29.336999893188,-98.471099853516,577,NA,US,US-TX,San Antonio,no,KSSF,SSF,SSF,http://www.sanantonio.gov/SSF.aspx,https://en.wikipedia.org/wiki/Stinson_Municipal_Airport,
3872,KSCK,medium_airport,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,33,NA,US,US-CA,Stockton,no,KSCK,SCK,SCK,http://www.sjgov.org/airport/,http://en.wikipedia.org/wiki/Stockton_Metropolitan_Airport,
21062,KSGR,medium_airport,Sugar Land Regional Airport,29.622299194336,-95.65650177002,82,NA,US,US-TX,Houston,no,KSGR,SGR,SGR,http://www.sugarlandtx.gov/index.aspx?nid=1073,http://en.wikipedia.org/wiki/Sugar_Land_Regional_Airport,Hull Field
3922,KTIW,medium_airport,Tacoma Narrows Airport,47.26789856,-122.5780029,294,NA,US,US-WA,Tacoma,no,KTIW,TIW,TIW,,http://en.wikipedia.org/wiki/Tacoma_Narrows_Airport,
24910,PATK,medium_airport,Talkeetna Airport,62.320499420166,-150.09399414062,358,NA,US,US-AK,Talkeetna,no,PATK,TKA,TKA,,http://en.wikipedia.org/wiki/Talkeetna_Airport,
5415,PATL,medium_airport,Tatalina LRRS Airport,62.894401550299996,-155.977005005,964,NA,US,US-AK,Takotna,no,PATL,TLJ,TLJ,,http://en.wikipedia.org/wiki/Tatalina_LRRS_Airport,
3597,KHUF,medium_airport,Terre Haute International Hulman Field,39.451499938964844,-87.30760192871094,589,NA,US,US-IN,Terre Haute,no,KHUF,HUF,HUF,,http://en.wikipedia.org/wiki/Terre_Haute_International_Airport,
3920,KTEB,medium_airport,Teterboro Airport,40.85010147089999,-74.060798645,9,NA,US,US-NJ,Teterboro,no,KTEB,TEB,TEB,http://www.teb.com/,http://en.wikipedia.org/wiki/Teterboro_Airport,"Manhattan, New York City, NYC"
3936,KTXK,medium_airport,Texarkana Regional Webb Field,33.45370101928711,-93.99099731445312,390,NA,US,US-AR,Texarkana,yes,KTXK,TXK,TXK,,http://en.wikipedia.org/wiki/Texarkana_Regional_Airport,
20323,KLBX,medium_airport,Texas Gulf Coast Regional Airport,29.1086006165,-95.462097168,25,NA,US,US-TX,Angleton/Lake Jackson,no,KLBX,LJN,LBX,http://www.flylbx.org/,http://en.wikipedia.org/wiki/Texas_Gulf_Coast_Regional_Airport,Texas Gulf Coast Regional Airport
20564,KMTH,medium_airport,The Florida Keys Marathon Airport,24.72610092,-81.05139923,5,NA,US,US-FL,Marathon,no,KMTH,,MTH,http://marathonga.com/,http://en.wikipedia.org/wiki/Florida_Keys_Marathon_Airport,
3795,KPVD,medium_airport,Theodore Francis Green State Airport,41.732601165771484,-71.42040252685547,55,NA,US,US-RI,Providence,yes,KPVD,PVD,PVD,,http://en.wikipedia.org/wiki/T._F._Green_Airport,
3534,KFME,medium_airport,Tipton Airport,39.08539962769999,-76.7593994141,150,NA,US,US-MD,Fort Meade(Odenton),no,KFME,FME,FME,http://tiptonairport.org/,http://en.wikipedia.org/wiki/Tipton_Airport,Fort George G. Meade Army Airfield
5414,PATG,medium_airport,Togiak Airport,59.052799224853516,-160.39700317382812,21,NA,US,US-AK,Togiak Village,no,PATG,TOG,TOG,,,
21216,KTPH,medium_airport,Tonopah Airport,38.06019974,-117.086998,5430,NA,US,US-NV,Tonopah,no,KTPH,TPH,TPH,http://www.tonopahnevada.com/airport.html,https://en.wikipedia.org/wiki/Tonopah_Airport,
3537,KFOE,medium_airport,Topeka Regional Airport - Forbes Field,38.950901031499995,-95.66359710690001,1078,NA,US,US-KS,Topeka,no,KFOE,FOE,FOE,,http://en.wikipedia.org/wiki/Forbes_Field_(Kansas),"Topeka Army Airfield, Forbes AFB"
3929,KTTN,medium_airport,Trenton Mercer Airport,40.27669906616211,-74.8134994506836,213,NA,US,US-NJ,Trenton,yes,KTTN,TTN,TTN,,http://en.wikipedia.org/wiki/Trenton-Mercer_Airport,
20870,KPSC,medium_airport,Tri Cities Airport,46.26470184326172,-119.11900329589844,410,NA,US,US-WA,Pasco,yes,KPSC,PSC,PSC,,,
21212,KTOI,medium_airport,Troy Municipal Airport,31.860399246216,-86.012100219727,398,NA,US,US-AL,Troy,no,KTOI,TOI,TOI,http://www.troyal.gov/KTOI,https://en.wikipedia.org/wiki/Troy_Municipal_Airport,
21220,KTRK,medium_airport,Truckee Tahoe Airport,39.319999694799996,-120.13999939,5900,NA,US,US-CA,Truckee,no,KTRK,TKF,TRK,,http://en.wikipedia.org/wiki/Truckee_Tahoe_Airport,
3919,KTCS,medium_airport,Truth Or Consequences Municipal Airport,33.2369003296,-107.272003174,4853,NA,US,US-NM,Truth Or Consequences,no,KTCS,TCS,TCS,http://www.torcnm.org/departments/airport.html,http://en.wikipedia.org/wiki/Truth_or_Consequences_Municipal_Airport,
3916,KTCC,medium_airport,Tucumcari Municipal Airport,35.182800293,-103.602996826,4065,NA,US,US-NM,Tucumcari,no,KTCC,TCC,TCC,http://www.cityoftucumcari.com/airport.html,http://en.wikipedia.org/wiki/Tucumcari_Municipal_Airport,
3931,KTUP,medium_airport,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,346,NA,US,US-MS,Tupelo,yes,KTUP,TUP,TUP,,http://en.wikipedia.org/wiki/Tupelo_Regional_Airport,
3917,KTCL,medium_airport,Tuscaloosa Regional Airport,33.220600128174,-87.611396789551,170,NA,US,US-AL,Tuscaloosa,no,KTCL,TCL,TCL,http://www.tuscaloosa.com/Government/Departments/Transportation/airport,http://en.wikipedia.org/wiki/Tuscaloosa_Regional_Airport,
3599,KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,NA,US,US-CT,New Haven,yes,KHVN,HVN,HVN,,http://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport,
20666,KNXP,medium_airport,Twentynine Palms (Self) Airport,34.2961998,-116.1620026,2051,NA,US,US-CA,Twentynine Palms,no,KNXP,,NXP,,,
3937,KTYR,medium_airport,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,544,NA,US,US-TX,Tyler,yes,KTYR,TYR,TYR,,http://en.wikipedia.org/wiki/Tyler_Pounds_Regional_Airport,
3941,KUKI,medium_airport,Ukiah Municipal Airport,39.125999450684,-123.20099639893,614,NA,US,US-CA,Ukiah,no,KUKI,UKI,UKI,http://www.cityofukiah.com/ukiah-airport/,http://en.wikipedia.org/wiki/Ukiah_Municipal_Airport,
5354,PADU,medium_airport,Unalaska Airport,53.900100708,-166.544006348,22,NA,US,US-AK,Unalaska,yes,PADU,DUT,DUT,,http://en.wikipedia.org/wiki/Unalaska_Airport,Dutch Harbor
3459,KCMI,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755,NA,US,US-IL,Champaign/Urbana,yes,KCMI,CMI,CMI,,http://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport,
3942,KUOX,medium_airport,University Oxford Airport,34.384300231934,-89.536796569824,452,NA,US,US-MS,Oxford,no,KUOX,UOX,UOX,http://airport.olemiss.edu/,https://en.wikipedia.org/wiki/University-Oxford_Airport,
21300,KUNV,medium_airport,University Park Airport,40.8493003845,-77.84870147710001,1239,NA,US,US-PA,State College,yes,KUNV,SCE,UNV,http://universityparkairport.com/,http://en.wikipedia.org/wiki/University_Park_Airport,
5458,PHUP,medium_airport,Upolu Airport,20.265300750732422,-155.86000061035156,96,NA,US,US-HI,Hawi,no,PHUP,UPP,UPP,,http://en.wikipedia.org/wiki/Upolu_Airport,
5418,PAVD,medium_airport,Valdez Pioneer Field,61.13389969,-146.2480011,121,NA,US,US-AK,Valdez,no,PAVD,VDZ,VDZ,,http://en.wikipedia.org/wiki/Valdez_Airport,
3946,KVLD,medium_airport,Valdosta Regional Airport,30.782499313354492,-83.27670288085938,203,NA,US,US-GA,Valdosta,yes,KVLD,VLD,VLD,,http://en.wikipedia.org/wiki/Valdosta_Regional_Airport,
3591,KHRL,medium_airport,Valley International Airport,26.228500366210938,-97.65440368652344,36,NA,US,US-TX,Harlingen,yes,KHRL,HRL,HRL,,http://en.wikipedia.org/wiki/Valley_International_Airport,
21333,KVNY,medium_airport,Van Nuys Airport,34.209800720215,-118.48999786377,802,NA,US,US-CA,Van Nuys,no,KVNY,VNY,VNY,,https://en.wikipedia.org/wiki/Van_Nuys_Airport,
19872,KFKL,medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,1540,NA,US,US-PA,Franklin,no,KFKL,FKL,FKL,,http://en.wikipedia.org/wiki/Venango_Regional_Airport,
21318,KVEL,medium_airport,Vernal Regional Airport,40.4408989,-109.5100021,5278,NA,US,US-UT,Vernal,no,KVEL,VEL,VEL,,http://en.wikipedia.org/wiki/Vernal_Airport,
3950,KVRB,medium_airport,Vero Beach Municipal Airport,27.655599594116,-80.417900085449,24,NA,US,US-FL,Vero Beach,no,KVRB,VRB,VRB,http://verobeachairport.org/,http://en.wikipedia.org/wiki/Vero_Beach_Municipal_Airport,
3945,KVCT,medium_airport,Victoria Regional Airport,28.85260009765625,-96.91850280761719,115,NA,US,US-TX,Victoria,yes,KVCT,VCT,VCT,,http://en.wikipedia.org/wiki/Victoria_Regional_Airport,
3947,KVOK,medium_airport,Volk Field,43.938999176025,-90.253402709961,912,NA,US,US-WI,Camp Douglas,no,KVOK,VOK,VOK,http://www.volkfield.ang.af.mil/,https://en.wikipedia.org/wiki/Volk_Field_Air_National_Guard_Base,"Camp Williams,"
3427,KBTL,medium_airport,W K Kellogg Airport,42.307300567599995,-85.2515029907,952,NA,US,US-MI,Battle Creek,no,KBTL,BTL,BTL,http://www.battlecreekmi.gov/City_Government/Departments/W_K__Kellogg_Airport.htm,http://en.wikipedia.org/wiki/W.K._Kellogg_Regional_Airport,
3361,KACT,medium_airport,Waco Regional Airport,31.611299514770508,-97.23049926757812,516,NA,US,US-TX,Waco,yes,KACT,ACT,ACT,,http://en.wikipedia.org/wiki/Waco_Regional_Airport,
5451,PHMU,medium_airport,Waimea Kohala Airport,20.001300811767578,-155.66799926757812,2671,NA,US,US-HI,Kamuela,yes,PHMU,MUE,MUE,,http://en.wikipedia.org/wiki/Waimea-Kohala_Airport,
5422,PAWI,medium_airport,Wainwright Airport,70.6380004883,-159.994995117,41,NA,US,US-AK,Wainwright,no,PAWI,AIN,AWI,,http://en.wikipedia.org/wiki/Wainwright_Airport_(Alaska),
3376,KALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194,NA,US,US-WA,Walla Walla,yes,KALW,ALW,ALW,,http://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport,
5424,PAWS,medium_airport,Wasilla Airport,61.5717010498,-149.539993286,354,NA,US,US-AK,Wasilla,no,PAWS,WWA,IYS,,http://en.wikipedia.org/wiki/Wasilla_Airport,
3375,KALO,medium_airport,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873,NA,US,US-IA,Waterloo,yes,KALO,ALO,ALO,,http://en.wikipedia.org/wiki/Waterloo_Regional_Airport,
3383,KART,medium_airport,Watertown International Airport,43.99190139770508,-76.02169799804688,325,NA,US,US-NY,Watertown,yes,KART,ART,ART,,http://en.wikipedia.org/wiki/Watertown_International_Airport,
3385,KATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,1749,NA,US,US-SD,Watertown,yes,KATY,ATY,ATY,,http://en.wikipedia.org/wiki/Watertown_Regional_Airport,
19326,KAUW,medium_airport,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201,NA,US,US-WI,Wausau,no,KAUW,AUW,AUW,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,http://en.wikipedia.org/wiki/Wausau_Downtown_Airport,
3915,KTBN,medium_airport,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,1159,NA,US,US-MO,Fort Leonard Wood,yes,KTBN,TBN,TBN,,http://en.wikipedia.org/wiki/Waynesville_Regional_Airport_at_Forney_Field,
19760,KENV,medium_airport,Wendover Airport,40.7187004089,-114.03099823,4237,NA,US,US-UT,Wendover,no,KENV,ENV,ENV,,http://en.wikipedia.org/wiki/Wendover_Airport,Wendover AFB
21386,KWWR,medium_airport,West Woodward Airport,36.438,-99.5226667,2189,NA,US,US-OK,Woodward,no,KWWR,WWR,WWR,http://www.cityofwoodward.com/airport-89/,http://en.wikipedia.org/wiki/West_Woodward_Airport,
3589,KHPN,medium_airport,Westchester County Airport,41.06700134277344,-73.70760345458984,439,NA,US,US-NY,White Plains,yes,KHPN,HPN,HPN,,http://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC"
3400,KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,NA,US,US-NE,Scottsbluff,yes,KBFF,BFF,BFF,,http://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport,William B. Heilig Field
3393,KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,NA,US,US-MA,Westfield/Springfield,no,KBAF,BAF,BAF,,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport,Barnes Municipal Airport
3444,KCEF,medium_airport,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,241,NA,US,US-MA,Springfield/Chicopee,no,KCEF,CEF,CEF,,http://en.wikipedia.org/wiki/Westover_Air_Reserve_Base/Metropolitan_Airport,
5443,PHHI,medium_airport,Wheeler Army Airfield,21.48349953,-158.0399933,837,NA,US,US-HI,Wahiawa,no,PHHI,HHI,HHI,,http://en.wikipedia.org/wiki/Wheeler_Army_Airfield,
3570,KGTB,medium_airport,Wheeler Sack Army Air Field,44.05559921,-75.71949768,688,NA,US,US-NY,Fort Drum,no,KGTB,,GTB,,http://en.wikipedia.org/wiki/Wheeler-Sack_Army_Airfield,
